Textbox147,Textbox148,Textbox152,Table5Title_tbx3,Table5Title_tbx4,Textbox154,Textbox146,Textbox159,Table5Title_tbx2,Table5Title_tbx6
"Avocados: U.S. imports by value ($1,000)","Avocados: U.S. imports by volume (1,000 pounds)",Avocados: U.S. imports unit value ($ per pound),Avocados: U.S. import sources by value,Avocados: U.S. import sources by volume,"Avocados: U.S. exports by value ($1,000) ","Avocados: U.S. exports by volume (1,000 pounds)",Avocados: U.S. exports by unit value ($ per pound),Avocados: U.S. export destinations by value,Avocados: U.S. export destinations by volume

Textbox119,Textbox131,Textbox21,qq3,Textbox23,Textbox124,gen val mo_label,gen val mo_Chart4_CategoryGroup_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_Value_Y,stat_year3,gen_qty_mo8,gen_qty_mo9,gen_qty_yr3
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,Colombia,0.0%,140,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,Colombia,0.0%,140,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,Colombia,0.0%,140,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,Colombia,0.0%,140,64,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,Colombia,0.0%,140,635,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,South Africa,0.0%,10,52,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,South Africa,0.0%,10,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,South Africa,0.0%,10,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,South Africa,0.0%,10,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,South Africa,0.0%,10,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,Costa Rica,0.0%,7,37,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,Costa Rica,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,Costa Rica,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,Costa Rica,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,Costa Rica,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,St Lucia,0.0%,7,33,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,St Lucia,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,St Lucia,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,St Lucia,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,St Lucia,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,Haiti,0.0%,3,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,Haiti,0.0%,3,16,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,Haiti,0.0%,3,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,Haiti,0.0%,3,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,Haiti,0.0%,3,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,Dominica,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,Dominica,0.0%,1,6,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,Dominica,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,Dominica,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,Dominica,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,Thailand,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,Thailand,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,Thailand,0.0%,1,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,Thailand,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,Thailand,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,122,Jamaica,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,22,Jamaica,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,4,Jamaica,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,65,Jamaica,0.0%,0,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,636,Jamaica,0.0%,0,1,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh total,"1,937,623",seg Num,14,8,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh total,"1,937,623",seg Num,15,6,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh total,"1,937,623",seg Num,16,5,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh total,"1,937,623",seg Num,17,6,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh total,"1,937,623",seg Num,18,6,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,96.0%,"161,771",all qty yr,2014,124515,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,96.0%,"161,771",all qty yr,2015,140429,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,96.0%,"161,771",all qty yr,2016,145294,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,96.0%,"161,771",all qty yr,2017,180009,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,96.0%,"161,771",all qty yr,2018,218606,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,Mexico,96.0%,"161,771",,,,"124,515",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,Mexico,96.0%,"161,771",,,,"140,429",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,Mexico,96.0%,"161,771",,,,"145,294",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,Mexico,96.0%,"161,771",,,,"180,009",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,Mexico,96.0%,"161,771",,,,"218,606",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,3.4%,"5,751",all qty yr,2014,6554,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,3.4%,"5,751",all qty yr,2015,5694,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,3.4%,"5,751",all qty yr,2016,2339,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,3.4%,"5,751",all qty yr,2017,5648,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,3.4%,"5,751",all qty yr,2018,8518,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,Peru,3.4%,"5,751",,,,"6,554",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,Peru,3.4%,"5,751",,,,"5,694",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,Peru,3.4%,"5,751",,,,"2,339",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,Peru,3.4%,"5,751",,,,"5,648",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,Peru,3.4%,"5,751",,,,"8,518",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,0.5%,825,all qty yr,2014,753,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,0.5%,825,all qty yr,2015,770,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,0.5%,825,all qty yr,2016,545,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,0.5%,825,all qty yr,2017,1118,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,0.5%,825,all qty yr,2018,939,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,Dominican Republic,0.5%,825,,,,753,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,Dominican Republic,0.5%,825,,,,770,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,Dominican Republic,0.5%,825,,,,545,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,Dominican Republic,0.5%,825,,,,"1,118",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,Dominican Republic,0.5%,825,,,,939,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Guatemala,0.1%,149,all qty yr,2015,55,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Guatemala,0.1%,149,all qty yr,2016,88,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Guatemala,0.1%,149,all qty yr,2017,166,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Guatemala,0.1%,149,all qty yr,2018,438,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,Guatemala,0.1%,149,,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,Guatemala,0.1%,149,,,,55,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,Guatemala,0.1%,149,,,,88,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,Guatemala,0.1%,149,,,,166,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,Guatemala,0.1%,149,,,,438,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Chile,0.0%,37,all qty yr,2014,183,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,Chile,0.0%,37,,,,183,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,Chile,0.0%,37,,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,Chile,0.0%,37,,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,Chile,0.0%,37,,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,Chile,0.0%,37,,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2014,44,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2015,2,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2016,96,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2017,51,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2018,12,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,Colombia,0.0%,15,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,Colombia,0.0%,15,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,Colombia,0.0%,15,65,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,Colombia,0.0%,15,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,Colombia,0.0%,15,8,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,Thailand,0.0%,8,42,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,Thailand,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,Thailand,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,Thailand,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,Thailand,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,Costa Rica,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,Costa Rica,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,Costa Rica,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,Costa Rica,0.0%,8,41,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,Costa Rica,0.0%,8,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,Honduras,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,Honduras,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,Honduras,0.0%,7,31,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,Honduras,0.0%,7,5,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,Honduras,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,Taiwan,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,Taiwan,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,Taiwan,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,Taiwan,0.0%,1,5,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,Taiwan,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,Philippines,0.0%,1,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,Philippines,0.0%,1,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,Philippines,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,Philippines,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,Philippines,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,France,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,France,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,France,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,France,0.0%,1,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,France,0.0%,1,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,New Zealand,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,New Zealand,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,New Zealand,0.0%,0,0,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,New Zealand,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,New Zealand,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,44,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,2,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,96,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,51,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Prepared or preserved  ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,12,China,0.0%,0,0,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Prepared or preserved  total,"168,573",seg Num,14,12,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Prepared or preserved  total,"168,573",seg Num,15,10,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Prepared or preserved  total,"168,573",seg Num,16,14,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Prepared or preserved  total,"168,573",seg Num,17,14,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Prepared or preserved  total,"168,573",seg Num,18,14,

Textbox129,Textbox141,Textbox35,qq7,Textbox38,Textbox128,all val mo_label,all val mo_Chart8_CategoryGroup_label,all val mo_Chart8_CategoryGroup_Chart8_CategoryGroup1_label,all val mo_Chart8_CategoryGroup_Chart8_CategoryGroup1_Value_Y,stat_year7,gen_qty_mo16,gen_qty_mo17,gen_qty_yr7
,,,,,,all val mo,2009,,268.33,,,,
,,,,,,all val mo,2009,,224.549,,,,
,,,,,,all val mo,2009,,302.057,,,,
,,,,,,all val mo,2009,,387.813,,,,
,,,,,,all val mo,2009,,595.455,,,,
,,,,,,all val mo,2009,,476.624,,,,
,,,,,,all val mo,2009,,562.968,,,,
,,,,,,all val mo,2009,,301.355,,,,
,,,,,,all val mo,2009,,390.356,,,,
,,,,,,all val mo,2009,,369.867,,,,
,,,,,,all val mo,2009,,348.696,,,,
,,,,,,all val mo,2009,,287.367,,,,
,,,,,,all val mo,2010,,285.754,,,,
,,,,,,all val mo,2010,,317.921,,,,
,,,,,,all val mo,2010,,820.372,,,,
,,,,,,all val mo,2010,,1912.805,,,,
,,,,,,all val mo,2010,,3222.774,,,,
,,,,,,all val mo,2010,,5038.93,,,,
,,,,,,all val mo,2010,,6094.078,,,,
,,,,,,all val mo,2010,,4871.932,,,,
,,,,,,all val mo,2010,,3667.548,,,,
,,,,,,all val mo,2010,,2945.278,,,,
,,,,,,all val mo,2010,,1505.975,,,,
,,,,,,all val mo,2010,,657.642,,,,
,,,,,,all val mo,2011,,411.342,,,,
,,,,,,all val mo,2011,,400.963,,,,
,,,,,,all val mo,2011,,768.393,,,,
,,,,,,all val mo,2011,,910.016,,,,
,,,,,,all val mo,2011,,2629.191,,,,
,,,,,,all val mo,2011,,5502.686,,,,
,,,,,,all val mo,2011,,6612.68,,,,
,,,,,,all val mo,2011,,4577.386,,,,
,,,,,,all val mo,2011,,1300.744,,,,
,,,,,,all val mo,2011,,747.649,,,,
,,,,,,all val mo,2011,,566.623,,,,
,,,,,,all val mo,2011,,616.137,,,,
,,,,,,all val mo,2012,,673.163,,,,
,,,,,,all val mo,2012,,1684.617,,,,
,,,,,,all val mo,2012,,3319.72,,,,
,,,,,,all val mo,2012,,5182.541,,,,
,,,,,,all val mo,2012,,6254.628,,,,
,,,,,,all val mo,2012,,6271.673,,,,
,,,,,,all val mo,2012,,6632.98,,,,
,,,,,,all val mo,2012,,4614.314,,,,
,,,,,,all val mo,2012,,2753.489,,,,
,,,,,,all val mo,2012,,874.337,,,,
,,,,,,all val mo,2012,,528.739,,,,
,,,,,,all val mo,2012,,403.008,,,,
,,,,,,all val mo,2013,,649.74,,,,
,,,,,,all val mo,2013,,915.058,,,,
,,,,,,all val mo,2013,,3875.232,,,,
,,,,,,all val mo,2013,,7656.617,,,,
,,,,,,all val mo,2013,,12021.37,,,,
,,,,,,all val mo,2013,,10745.909,,,,
,,,,,,all val mo,2013,,7770.315,,,,
,,,,,,all val mo,2013,,6705.188,,,,
,,,,,,all val mo,2013,,4887.505,,,,
,,,,,,all val mo,2013,,1907.267,,,,
,,,,,,all val mo,2013,,567.489,,,,
,,,,,,all val mo,2013,,566.823,,,,
,,,,,,all val mo,2014,,490.948,,,,
,,,,,,all val mo,2014,,1618.255,,,,
,,,,,,all val mo,2014,,2787.825,,,,
,,,,,,all val mo,2014,,6062.596,,,,
,,,,,,all val mo,2014,,8509.026,,,,
,,,,,,all val mo,2014,,7661.542,,,,
,,,,,,all val mo,2014,,5286.149,,,,
,,,,,,all val mo,2014,,3856.307,,,,
,,,,,,all val mo,2014,,1204.132,,,,
,,,,,,all val mo,2014,,559.416,,,,
,,,,,,all val mo,2014,,410.423,,,,
,,,,,,all val mo,2014,,452.741,,,,
,,,,,,all val mo,2015,,610.226,,,,
,,,,,,all val mo,2015,,1572.709,,,,
,,,,,,all val mo,2015,,2880.507,,,,
,,,,,,all val mo,2015,,4056.139,,,,
,,,,,,all val mo,2015,,5920.664,,,,
,,,,,,all val mo,2015,,4867.295,,,,
,,,,,,all val mo,2015,,3716.885,,,,
,,,,,,all val mo,2015,,1945.355,,,,
,,,,,,all val mo,2015,,686.816,,,,
,,,,,,all val mo,2015,,492.669,,,,
,,,,,,all val mo,2015,,348.335,,,,
,,,,,,all val mo,2015,,436.76,,,,
,,,,,,all val mo,2016,,787.722,,,,
,,,,,,all val mo,2016,,1277.124,,,,
,,,,,,all val mo,2016,,3215.096,,,,
,,,,,,all val mo,2016,,6365.964,,,,
,,,,,,all val mo,2016,,7966.045,,,,
,,,,,,all val mo,2016,,6358.504,,,,
,,,,,,all val mo,2016,,3637.543,,,,
,,,,,,all val mo,2016,,1628.932,,,,
,,,,,,all val mo,2016,,935.409,,,,
,,,,,,all val mo,2016,,482.287,,,,
,,,,,,all val mo,2016,,597.518,,,,
