Textbox147,Textbox148,Textbox152,Table5Title_tbx3,Table5Title_tbx4,Textbox154,Textbox146,Textbox159,Table5Title_tbx2,Table5Title_tbx6
"Avocados: U.S. imports by value ($1,000)","Avocados: U.S. imports by volume (1,000 pounds)",Avocados: U.S. imports unit value ($ per pound),Avocados: U.S. import sources by value,Avocados: U.S. import sources by volume,"Avocados: U.S. exports by value ($1,000) ","Avocados: U.S. exports by volume (1,000 pounds)",Avocados: U.S. exports by unit value ($ per pound),Avocados: U.S. export destinations by value,Avocados: U.S. export destinations by volume

Textbox119,Textbox131,Textbox21,qq3,Textbox23,Textbox124,gen val mo_label,gen val mo_Chart4_CategoryGroup_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_Value_Y,stat_year3,gen_qty_mo8,gen_qty_mo9,gen_qty_yr3
,,,,,,gen qty mo,2016,,1.52753048616529,,,,
,,,,,,gen qty mo,2016,,1.54936680385803,,,,
,,,,,,gen qty mo,2016,,1.58301130902754,,,,
,,,,,,gen qty mo,2017,,1.41140593795283,,,,
,,,,,,gen qty mo,2017,,1.36213574331156,,,,
,,,,,,gen qty mo,2017,,1.44608715831953,,,,
,,,,,,gen qty mo,2017,,1.57521161462832,,,,
,,,,,,gen qty mo,2017,,1.67716890951724,,,,
,,,,,,gen qty mo,2017,,1.67380334069618,,,,
,,,,,,gen qty mo,2017,,1.71365647046618,,,,
,,,,,,gen qty mo,2017,,1.71144181309449,,,,
,,,,,,gen qty mo,2017,,1.6749382626276,,,,
,,,,,,gen qty mo,2017,,1.74184776282614,,,,
,,,,,,gen qty mo,2017,,1.72403694510111,,,,
,,,,,,gen qty mo,2017,,1.71652883831031,,,,
,,,,,,gen qty mo,2018,,1.60860707736372,,,,
,,,,,,gen qty mo,2018,,1.59621696684045,,,,
,,,,,,gen qty mo,2018,,1.5644104676243,,,,
,,,,,,gen qty mo,2018,,1.68845015818603,,,,
,,,,,,gen qty mo,2018,,1.66176678113376,,,,
,,,,,,gen qty mo,2018,,1.62930547388739,,,,
,,,,,,gen qty mo,2018,,1.69054282473933,,,,
,,,,,,gen qty mo,2018,,1.72964617858247,,,,
,,,,,,gen qty mo,2018,,1.68131341871039,,,,
,,,,,,gen qty mo,2018,,1.62546822620453,,,,
,,,,,,gen qty mo,2018,,1.66457431261686,,,,
,,,,,,gen qty mo,2018,,1.65881370528631,,,,
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2018,1.61,1.59,1.65
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2018,1.60,1.59,1.65
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2018,1.56,1.59,1.65
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2018,1.69,1.66,1.65
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2018,1.66,1.66,1.65
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2018,1.63,1.66,1.65
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2018,1.69,1.70,1.65
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2018,1.73,1.70,1.65
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2018,1.68,1.70,1.65
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2018,1.63,1.65,1.65
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2018,1.66,1.65,1.65
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2018,1.66,1.65,1.65
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2017,1.41,1.41,1.62
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2017,1.36,1.41,1.62
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2017,1.45,1.41,1.62
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2017,1.58,1.64,1.62
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2017,1.68,1.64,1.62
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2017,1.67,1.64,1.62
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2017,1.71,1.70,1.62
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2017,1.71,1.70,1.62
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2017,1.67,1.70,1.62
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2017,1.74,1.73,1.62
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2017,1.72,1.73,1.62
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2017,1.72,1.73,1.62
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2016,1.43,1.38,1.49
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2016,1.33,1.38,1.49
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2016,1.39,1.38,1.49
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2016,1.46,1.49,1.49
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2016,1.47,1.49,1.49
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2016,1.55,1.49,1.49
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2016,1.54,1.55,1.49
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2016,1.56,1.55,1.49
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2016,1.56,1.55,1.49
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2016,1.53,1.56,1.49
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2016,1.55,1.56,1.49
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2016,1.58,1.56,1.49
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2015,1.35,1.34,1.39
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2015,1.34,1.34,1.39
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2015,1.31,1.34,1.39
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2015,1.40,1.42,1.39
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2015,1.43,1.42,1.39
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2015,1.45,1.42,1.39
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2015,1.42,1.44,1.39
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2015,1.46,1.44,1.39
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2015,1.44,1.44,1.39
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2015,1.34,1.38,1.39
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2015,1.42,1.38,1.39
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2015,1.39,1.38,1.39
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2014,1.29,1.27,1.34
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2014,1.29,1.27,1.34
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2014,1.22,1.27,1.34
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2014,1.27,1.38,1.34
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2014,1.42,1.38,1.34
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2014,1.44,1.38,1.34
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2014,1.45,1.40,1.34
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2014,1.44,1.40,1.34
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2014,1.32,1.40,1.34
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2014,1.33,1.31,1.34
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2014,1.29,1.31,1.34
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2014,1.29,1.31,1.34
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2013,1.17,1.13,1.18
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2013,1.09,1.13,1.18
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2013,1.11,1.13,1.18
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2013,1.12,1.11,1.18
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2013,1.12,1.11,1.18
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2013,1.10,1.11,1.18
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2013,1.20,1.22,1.18
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2013,1.24,1.22,1.18
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2013,1.23,1.22,1.18
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2013,1.27,1.28,1.18
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2013,1.30,1.28,1.18
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2013,1.28,1.28,1.18
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2012,1.16,1.17,1.28
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2012,1.16,1.17,1.28
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2012,1.19,1.17,1.28
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2012,1.26,1.36,1.28
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2012,1.36,1.36,1.28
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2012,1.44,1.36,1.28
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2012,1.39,1.38,1.28
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2012,1.39,1.38,1.28
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2012,1.36,1.38,1.28
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2012,1.31,1.23,1.28
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2012,1.19,1.23,1.28
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2012,1.18,1.23,1.28
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2011,1.17,1.24,1.23
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2011,1.37,1.24,1.23
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2011,1.20,1.24,1.23
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2011,1.30,1.26,1.23
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2011,1.25,1.26,1.23
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2011,1.24,1.26,1.23
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2011,1.25,1.24,1.23
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2011,1.24,1.24,1.23
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2011,1.22,1.24,1.23
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2011,1.22,1.19,1.23
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2011,1.17,1.19,1.23
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2011,1.18,1.19,1.23
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2010,0.89,0.92,1.09
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2010,0.93,0.92,1.09
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2010,0.92,0.92,1.09
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2010,1.01,1.12,1.09
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2010,1.15,1.12,1.09
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2010,1.18,1.12,1.09
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2010,1.17,1.16,1.09
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2010,1.17,1.16,1.09
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2010,1.13,1.16,1.09
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2010,1.17,1.15,1.09
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2010,1.17,1.15,1.09
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2010,1.11,1.15,1.09
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2009,0.79,0.81,0.88
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2009,0.82,0.81,0.88
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2009,0.84,0.81,0.88
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2009,0.87,0.87,0.88
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2009,0.85,0.87,0.88
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2009,0.89,0.87,0.88
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2009,0.92,0.90,0.88
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2009,0.90,0.90,0.88
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2009,0.88,0.90,0.88
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2009,0.99,0.95,0.88
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2009,0.93,0.95,0.88
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2009,0.92,0.95,0.88

Textbox75,marketSegment3,Textbox114,stat_year14,stat_month7,CountryName6,Textbox17,Textbox93,all val yr_label,all val yr_ChartGroup10_label,all val yr_ChartGroup10_Value_Y,ExpDestValue_tbx5,all val yr_label,all val yr_ChartGroup16_label,all val yr_ChartGroup16_Value_Y,Textbox44,Textbox11,Textbox12,Textbox26,Textbox29,Textbox189,seg Num_label,seg Num_Sparkline5_CategoryGroup2_label,seg Num_Sparkline5_CategoryGroup2_Value_Y,Textbox105
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,89.4%,"1,798,547",all val yr,2014,1293484401,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,89.4%,"1,798,547",all val yr,2015,1524314903,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,89.4%,"1,798,547",all val yr,2016,1768341428,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,89.4%,"1,798,547",all val yr,2017,2334650733,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,89.4%,"1,798,547",all val yr,2018,2071943201,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,Mexico,89.4%,"1,798,547",,,,"1,293,484",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,Mexico,89.4%,"1,798,547",,,,"1,524,315",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,Mexico,89.4%,"1,798,547",,,,"1,768,341",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,Mexico,89.4%,"1,798,547",,,,"2,334,651",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,Mexico,89.4%,"1,798,547",,,,"2,071,943",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,6.3%,"127,546",all val yr,2014,148840396,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,6.3%,"127,546",all val yr,2015,83144721,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,6.3%,"127,546",all val yr,2016,63774338,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,6.3%,"127,546",all val yr,2017,164561122,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Peru,6.3%,"127,546",all val yr,2018,177407834,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,Peru,6.3%,"127,546",,,,"148,840",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,Peru,6.3%,"127,546",,,,"83,145",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,Peru,6.3%,"127,546",,,,"63,774",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,Peru,6.3%,"127,546",,,,"164,561",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,Peru,6.3%,"127,546",,,,"177,408",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Chile,3.1%,"62,747",all val yr,2014,64487112,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Chile,3.1%,"62,747",all val yr,2015,14829569,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Chile,3.1%,"62,747",all val yr,2016,64712523,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Chile,3.1%,"62,747",all val yr,2017,107923645,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Chile,3.1%,"62,747",all val yr,2018,61784640,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,Chile,3.1%,"62,747",,,,"64,487",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,Chile,3.1%,"62,747",,,,"14,830",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,Chile,3.1%,"62,747",,,,"64,713",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,Chile,3.1%,"62,747",,,,"107,924",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,Chile,3.1%,"62,747",,,,"61,785",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,1.1%,"23,094",all val yr,2014,17186612,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,1.1%,"23,094",all val yr,2015,9201674,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,1.1%,"23,094",all val yr,2016,20076854,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,1.1%,"23,094",all val yr,2017,32344259,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Dominican Republic,1.1%,"23,094",all val yr,2018,36659735,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,Dominican Republic,1.1%,"23,094",,,,"17,187",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,Dominican Republic,1.1%,"23,094",,,,"9,202",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,Dominican Republic,1.1%,"23,094",,,,"20,077",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,Dominican Republic,1.1%,"23,094",,,,"32,344",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,Dominican Republic,1.1%,"23,094",,,,"36,660",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,New Zealand,0.0%,467,all val yr,2014,2337232,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,New Zealand,0.0%,467,,,,"2,337",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,New Zealand,0.0%,467,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,New Zealand,0.0%,467,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,New Zealand,0.0%,467,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,New Zealand,0.0%,467,,,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2014,39120,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2015,12685,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2016,11614,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2017,78856,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2018,594213,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,Colombia,0.0%,134,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,Colombia,0.0%,134,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,Colombia,0.0%,134,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,Colombia,0.0%,134,77,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,Colombia,0.0%,134,592,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,South Africa,0.0%,4,18,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,South Africa,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,South Africa,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,South Africa,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,South Africa,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,Costa Rica,0.0%,3,13,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,Costa Rica,0.0%,3,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,Costa Rica,0.0%,3,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,Costa Rica,0.0%,3,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,Costa Rica,0.0%,3,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,Thailand,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,Thailand,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,Thailand,0.0%,2,12,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,Thailand,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,Thailand,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,Haiti,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,Haiti,0.0%,2,11,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,Haiti,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,Haiti,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,Haiti,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,St Lucia,0.0%,1,7,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,St Lucia,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,St Lucia,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,St Lucia,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,St Lucia,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2014,ANN,,,,,,,,,,,39,Jamaica,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2015,ANN,,,,,,,,,,,13,Jamaica,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2016,ANN,,,,,,,,,,,12,Jamaica,0.0%,1,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2017,ANN,,,,,,,,,,,79,Jamaica,0.0%,1,2,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,594,Jamaica,0.0%,1,2,,,,,
